window_start,window_end,anomaly_score,number_of_observations,cluster
2017-09-08 23:51:00,2017-09-08 23:56:00,0.6146629441513305,300,0
2017-09-08 23:50:00,2017-09-08 23:55:00,0.6120162296329282,300,0
2017-09-12 21:03:00,2017-09-12 21:08:00,0.6067846064082925,300,0
2017-09-12 21:05:00,2017-09-12 21:10:00,0.6060951035229651,300,0
2017-09-12 21:04:00,2017-09-12 21:09:00,0.6058039672578017,300,0
