window_start,window_end,anomaly_score,number_of_observations,cluster
2017-09-08 21:00:00,2017-09-08 21:05:00,0.6921838785193348,300,1
2017-09-08 21:01:00,2017-09-08 21:06:00,0.6893599663857289,300,1
2017-09-08 20:59:00,2017-09-08 21:04:00,0.6793949960686622,300,1
2017-09-08 20:58:00,2017-09-08 21:03:00,0.6701432806766434,300,1
2017-09-08 20:57:00,2017-09-08 21:02:00,0.6678509856119433,300,1
